unmatched_lender_name
"& Trust Co.,"
. Vornado Realty Trust
2010 Credit Facility
ABN Amro Bank N
ABN Amro Bank N.V
ABN Amro Bank N.V.
American Stock Transfer & Trust Co
"American Stock Transfer & Trust Co.,"
American Stock Transfer and Trust Company
Americold Realty Trust
Bank National Association
Bank National Trust
Bank National Trust.
Bank Trust
"Bank Trust Company, National Association"
Bank Trust National Association
"Bank, N"
Chase Bank
"Chase Bank, N.A"
Consolidated Financial
Federal Deposit Insurance Corporation
Federal Reserve Bank of New York
"Financial Accounting
Standards Board"
Financial Accounting Standards Board
Fund
GMH Communities Trust
"India Property Fund, L"
J.P. Morgan    Securities Inc.
J.P. Morgan Chase Bank N.A
Jackson National Life Insurance Company
Jackson National Life Insurance Company.
KeyBanc Capital Markets Inc.
Morgan Chase Bank N.A
New Credit
New Credit Facility
P. Morgan    Securities Inc.
P. Morgan Chase Bank N.A
PNC Bank
"PNC Bank, N"
"PNC Bank, N.A"
"PNC Bank, National Association"
Realty Trust
Revolving Credit Facilities
Revolving Credit Facility
S. Bank National Association
S. Bank National Trust
S. Bank National Trust.
S. Bank Trust National Association
Securities Inc.
Securities Investment and
Securities and Exchange
Securities and Exchange Commission
"State Street Bank and Trust Company, N"
"State Street Bank and Trust Company, N.A"
"TD Bank, N"
"TD Bank, N.A"
Technology Fund
The Bank of
The Bank of    New York
The Bank of New
The Bank of New    York
Trust Company Americas
U S Treasury Securities
Union Bank
"Union Bank of California, N"
"Union Bank of California, N.A"
VORNADO REALTY TRUST
Vornado Realty    Trust
Vornado Realty Trust
Wilmington Trust Company
eli Bank
lls Fargo Bank N.A
"ls Fargo Bank, N"
